location,state,do,ph,co,bod,na,tc,year,wqi
R CORAPUZHA AT KANAYANKODE,R CORAPUZHA AT KANAYANKODE,6,7.1,13257,1.1,0.14,1465,2009,82.04
R THALLASSERY AT PATHIPPALAM,R THALLASSERY AT PATHIPPALAM,6.4,6.1,62,0.7,0.28,425,2009,72.06
R ANCHARAKANDY AT MERUVAMBA,R ANCHARAKANDY AT MERUVAMBA,6.6,6.3,59,1,0.16,385,2009,72.06
R KUPPAM AT RAYAROM,R KUPPAM AT RAYAROM,7.1,6.4,59,0.9,0.13,275,2009,72.06
R RAMAPURAM AT RAMAPURAM BRIDGE,R RAMAPURAM AT RAMAPURAM BRIDGE,6.4,7.1,7035,0.8,0.19,195,2009,87.66
R PERUVAMBA AT CHANDAPPURA,R PERUVAMBA AT CHANDAPPURA,7.3,6.2,51,0.9,0.21,340,2009,72.06
R KAVVAI AT KUTTIYOL PALAM,R KAVVAI AT KUTTIYOL PALAM,6.8,6.5,80,0.8,0.26,100,2009,78.48
R NEELASWARAM AT NAMBIARKAL DAM,R NEELASWARAM AT NAMBIARKAL DAM,6.4,6.7,3131,2.2,0.12,1055,2009,75.44
R PULLUR AT PULLUR BR.,R PULLUR AT PULLUR BR.,5.8,6.5,59,1.5,0.13,2788,2009,67.42
R MOGRAL AT MOGRAL BR.,R MOGRAL AT MOGRAL BR.,5.2,7.2,19885,1.2,0.18,2275,2009,76.42
R SHRIYA AT ANGADIMOGARU,R SHRIYA AT ANGADIMOGARU,7.7,6.8,67,0.9,0.08,2257,2009,79.64
R UPPALA AT  UPPALA BR.,R UPPALA AT  UPPALA BR.,5.7,7.2,19085,1.4,0.09,2785,2009,76.42
R MANJESWAR AT BAJRAKKARA BR.,R MANJESWAR AT BAJRAKKARA BR.,6.7,6.3,177,1.2,0.2,2807,2009,66.08
R ANCHARAKANDY AT MERUVAMBA,R ANCHARAKANDY AT MERUVAMBA,6.4,6.4,4165,1.2,0.13,303,2009,71.16
R KORAYAR AT KANJIKODE,R KORAYAR AT KANJIKODE,6.2,7.6,498,0.4,0.28,1400,2009,82.04
R BHARATHAPUZHA AT KUTTIPPURAM,R BHARATHAPUZHA AT KUTTIPPURAM,6.8,7.5,119,0.4,0.18,918,2009,82.76
R BHARATHAPUZHA AT PATTAMBI,R BHARATHAPUZHA AT PATTAMBI,7.1,7.6,161,0.5,0.19,1675,2009,82.58
RIVER PERIYAR AT MUPPATHADAM,RIVER PERIYAR AT MUPPATHADAM,5.9,6.7,70,1.7,0.5,428,2009,76.34
RIVER PERIYAR AT PATHALAM,RIVER PERIYAR AT PATHALAM,5.8,6.5,864,1.5,0.37,876,2009,66.52
R PERIYAR AT KALAMASSERY,R PERIYAR AT KALAMASSERY,4.7,6.6,69,1.8,0.26,1083,2009,61.8
R PERIYAR AT PURAPPALLIKAVU,R PERIYAR AT PURAPPALLIKAVU,6.5,6.6,1204,1.2,0.24,689,2009,72.14
R KADAMBAYAR AT BRAHMAPURAM,R KADAMBAYAR AT BRAHMAPURAM,1.4,6.2,129,2.2,0.48,882,2009,38.16
R KADAMBAYAR AT MANCKAKADAVU,R KADAMBAYAR AT MANCKAKADAVU,1.5,6.3,73,1.5,0.12,1225,2009,38.34
"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.","NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",7,7.5,226,1.1,2.3,83,2009,88.02
"RUSHIKULYA AT GANJAM U/S, ORISSA","RUSHIKULYA AT GANJAM U/S, ORISSA",7.7,8.1,330,1.9,0.9,3025,2009,82.04
"RUSHIKULYA AT GANJAM D/S, ORISSA","RUSHIKULYA AT GANJAM D/S, ORISSA",7.5,7.9,20786,1.3,0.6,868,2009,82.04
"NAGAVALLI AT JAYKAYPUR D/S, ORISSA","NAGAVALLI AT JAYKAYPUR D/S, ORISSA",7.2,8.2,315,1.7,1.7,4275,2009,82.04
"NAGAVALLI AT RAYAGADA D/S, ORISSA","NAGAVALLI AT RAYAGADA D/S, ORISSA",7.6,8.1,301,1.5,0.5,4175,2009,82.04
"NAGAVALI PENTA U/S, JAYKAYPUR TOWN","NAGAVALI PENTA U/S, JAYKAYPUR TOWN",7.3,8,225,1.3,0.5,2175,2009,82.58
"BUDHABALANGA, D/S OF BARIPADA TOWN","BUDHABALANGA, D/S OF BARIPADA TOWN",7.4,8,238,1.9,0.2,5975,2009,82.4
BUDHABALANGA AT BALASORE D/S,BUDHABALANGA AT BALASORE D/S,7.2,7.7,835,2,0.7,2750,2009,82.04
"RIVER KERANDI (INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)","RIVER KERANDI (INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",7.2,7.8,169,1.3,0.4,690,2009,82.58
Vansdhara MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),Vansdhara MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),7,8.1,240,1,0.4,1525,2009,82.4
Vansdhara GUNUPUR (INTERSTATE BOUNDRY),Vansdhara GUNUPUR (INTERSTATE BOUNDRY),7.4,8.1,153,1.7,0.5,1105,2009,82.58
GAUTAMINANGODAVARI RIVER,GAUTAMINANGODAVARI RIVER,7.7,7.8,220,4,11,,2009,66.66
GAUTAMINANGODAVARI RIVER,GAUTAMINANGODAVARI RIVER,7.1,7.6,406,3,15.8,,2009,70.8
CORINGA RIVER,CORINGA RIVER,6.8,7.4,309,7,15.3,,2009,61.44
MAHE RIVER,MAHE RIVER,5.1,8.4,4120,3,108.7,,2009,63.5
"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY","ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",7.6,7.9,446,2.6,1.4,,2009,70.8
"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU","TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",7.4,6.8,337,1.3,0.1,208,2009,84.36
"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU","TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",7.5,6.7,180,1.3,0.1,176,2009,81.6
"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.","TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",6.9,6.8,127,2.4,0.1,357,2009,85.08
"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU","TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",7,7,305,1.5,0.1,191,2009,87.66
"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU","TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",7.2,6.7,323,1.6,0.1,167,2009,81.06
"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU","TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",7.4,6.7,364,1.6,0.1,150,2009,81.06
"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU","TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",7.5,7.2,473,2.1,0.1,338,2009,87.66
"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU","PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",6.7,7.4,544,2,0.3,253,2009,87.66
"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA","KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",7,7.2,286,9.5,0.9,189,2009,78.66
NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,6.4,7,307,1,,507,2009,79.24
KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,6.6,7.1,250,1.5,,544,2009,79.6
"RIVER VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM","RIVER VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM",6.5,7.9,566,0.9,3.8,32,2009,93.28
"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB","GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",6,7.3,755,6,2.1,4950,2009,77.36
"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB","GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",4.9,7.4,892,14,4.4,75000,2009,50.2
"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA","GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",6.4,7.1,1085,8.5,8.1,,2009,61.44
"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA","GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",5.6,8.1,905,11.5,7.1,,2009,55.82
"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB","GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",5,6.7,813,7.5,2.2,9000,2009,54.84
"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB","GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",5.6,7.3,964,14,4.2,70000,2009,55.82
"GHAGGAR AT D/S CHHATBIR, PUNJAB","GHAGGAR AT D/S CHHATBIR, PUNJAB",5.7,7.4,968,9.5,3.1,25500,2009,55.82
"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB","GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",5.3,7.4,779,10,3.1,52500,2009,55.82
"D/S DHAKANSU NALLAH, PUNJAB","D/S DHAKANSU NALLAH, PUNJAB",4.8,7.4,825,19,4.6,75000,2009,50.2
"GHAGGAR AT D/S JHARMAL NADI, PUNJAB","GHAGGAR AT D/S JHARMAL NADI, PUNJAB",2.9,7.3,1035,13,3.9,27500,2009,33.34
"GHAGGAR AT U/S JHARMAL NADI, PUNJAB","GHAGGAR AT U/S JHARMAL NADI, PUNJAB",4.5,7.2,885,10.5,3.3,12000,2009,50.2
"GHAGGER AT MOONAK, PUNJAB","GHAGGER AT MOONAK, PUNJAB",4.8,7.5,896,10,4.1,70000,2009,50.2
"GHAGGAR AT D/S SARDULGARH, PUNJAB","GHAGGAR AT D/S SARDULGARH, PUNJAB",3.1,7.6,1130,11.5,4.1,75000,2009,44.58
"GHAGGAR AT U/S SARDULGARH, PUNJAB","GHAGGAR AT U/S SARDULGARH, PUNJAB",3.1,7.6,1000,10,3.7,62500,2009,44.58
GHAGGAR AT KALA AMB D/S MARKANDA RIVER,GHAGGAR AT KALA AMB D/S MARKANDA RIVER,1.9,8.4,2187,354,5.4,,2009,19.3
 RIVER GHAGGAR AT D/S OF SURAJPUR, RIVER GHAGGAR AT D/S OF SURAJPUR,7,7.8,350,2.5,,,2009,68
GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),7.2,6.2,930,8,1.5,,2009,44.94
"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.","RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",5.475,7.82,721.5,6.9,1.26,249,2009,72.68
"KODRA DAM, MOUNT ABU, RAJASTHAN","KODRA DAM, MOUNT ABU, RAJASTHAN",4.8,7.3,260,0.8,1.1,7,2009,82.4
"IMPHAL AT MAHABALI, MANIPUR","IMPHAL AT MAHABALI, MANIPUR",7.6,7.5,307,1.5,,153,2009,84.86
"IMPHAL AT KOIRENGEI, MANIPUR","IMPHAL AT KOIRENGEI, MANIPUR",8.4,7.4,106,1.4,,36,2009,91.2
"IRIL AT PORAMPET, MANIPUR","IRIL AT PORAMPET, MANIPUR",9,7.8,221,1.3,,77,2009,85.4
"IRIL LILONG, MANIPUR","IRIL LILONG, MANIPUR",8.7,7.4,318,1.5,,132,2009,84.86
"NAMBUL HUMP BRIDGE, MANIPUR","NAMBUL HUMP BRIDGE, MANIPUR",1.9,7.3,537,9.9,,525,2009,41.78
"NAMBUL HEIRANGOITHONG, MANIPUR","NAMBUL HEIRANGOITHONG, MANIPUR",7.7,7.3,550,10.4,,603,2009,69.88
"KIYAMGI, Imphal, MANIPUR","KIYAMGI, Imphal, MANIPUR",7.9,7.6,185,1.3,,115,2009,85.4
"MINUTHONG IMPHAL RIVER, MANIPUR","MINUTHONG IMPHAL RIVER, MANIPUR",8,7.6,202,2.5,,85,2009,85.4
KHUGA RIVER (CHURACHANDPUR DIST.),KHUGA RIVER (CHURACHANDPUR DIST.),7.4,7.6,214,1.8,,148,2009,85.4
"KHUJAIROK RIVER, MOREH (CHANDEL DIST.)","KHUJAIROK RIVER, MOREH (CHANDEL DIST.)",8.3,7.7,185,2,,75,2009,85.4
"UMTREW AT BYRNIHAT EAST, MEGHALAYA","UMTREW AT BYRNIHAT EAST, MEGHALAYA",9.6,7.1,225,4.4,3,460,2009,83.52
"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA","KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",8.8,7.2,131,0.9,,205,2009,85.58
TLAWNG UPSTREAM AIZAWL,TLAWNG UPSTREAM AIZAWL,7.4,7.8,272,0.9,,295,2009,85.22
TLAWNG DOWNSTREAM AIZAWL,TLAWNG DOWNSTREAM AIZAWL,7.5,7.8,327,1.2,,56,2009,84.86
TUIRIAL UPPER CATCHMENT,TUIRIAL UPPER CATCHMENT,8.1,7.8,365,1.3,,33,2009,90.48
TUIRIAL LOWER CATCHMENT,TUIRIAL LOWER CATCHMENT,7.9,7.5,350,1.8,,90,2009,84.86
"GUMTI AT U/S SOUTH TRIPURA,TRIPURA","GUMTI AT U/S SOUTH TRIPURA,TRIPURA",6.6,7.7,143,1.3,0,322,2009,88.38
"GUMTI AT D/S SOUTH TRIPURA, TRIPURA","GUMTI AT D/S SOUTH TRIPURA, TRIPURA",6.3,7.6,164,2.8,0.1,577,2009,82.58
"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA","CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",5.7,7.8,170,3.4,0.2,608,2009,72.28
MYNTDU JAINTIA HILLS MEGHALAYA,MYNTDU JAINTIA HILLS MEGHALAYA,6.4,7.025,187.63,3.175,2.675,2925,2009,77.9
"SIMSANG, WILLIAMNAGAR, MEGHALAYA","SIMSANG, WILLIAMNAGAR, MEGHALAYA",8.35,7.125,110.75,1.525,3.075,355,2009,88.38
"GANOL, TURA, MEGHALAYA","GANOL, TURA, MEGHALAYA",8.45,6.95,104.25,1.2,2.6,312.5,2009,71.88
"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",NAN,,7.6,281,,2.13,,2008,19.66
"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",NAN,7.2,7.8,262,0.28,0.15,50,2008,93.64
"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",NAN,4.9,7.4,10362,9.7,0.64,29,2008,72.68
BALEHWAR KHADI AT N.H. NO. 8,NAN,5.1,7.8,530,2.73,0.6,137000,2008,65.18
RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,NAN,6,8.2,612,2.28,0.4,68650,2008,70.8
RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,NAN,6.1,8.1,8782,1.9,0.43,38667,2008,70.8
RIVER DHADAR AT KOTHADA,NAN,1.1,7.8,1076,7.67,0.63,77,2008,50.2
"AMBIKA AT BILIMORA, GUJARAT",NAN,6.8,8,3431,2.8,0.3,49061,2008,70.8
"KOLAK AT PATALIA BDG., GUJARAT",NAN,4.5,7.6,1161,7.43,0.53,259,2008,67.06
"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",NAN,6,7.3,8838,5.58,0.7,31,2008,88.6
"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",NAN,0,7.1,3080,46,4.8,9000,2008,44.58
"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",NAN,2.8,7.9,663,5.93,0.97,358000,2008,38.02
"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",NAN,5.6,8,1265,2.13,0.1,1693,2008,76.42
RIVER BHOGAVO D/S OF SURENDRANAGAR.,NAN,4.1,7.9,4491,16.5,0.1,116,2008,67.06
"TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.",NAN,6.3,7.9,43983,1.83,1.22,188,2008,87.66
"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",NAN,6.6,7.8,37,2.25,0.01,13,2008,94.18
ZUARI AT PANCHAWADI,NAN,6.8,7.1,11,1.65,0.07,33,2008,94.18
"MANDOVI AT TONCA, MARCELA, GOA",NAN,6.5,7.5,28,4.55,0.05,44,2008,89.5
"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",NAN,7.1,8,49,1.25,0.02,7,2008,94.18
"RIVER KALNA AT CHANDELNAN PERNEM, GOA",NAN,7.6,7.3,93,0.95,0.03,350,2008,88.38
"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",NAN,7.4,7,67,2.45,0.13,809,2008,82.94
"RIVER MADAI AT DABOS NAN  VALPOI, GOA",NAN,7,7.3,89,1.5,0.02,42,2008,94
"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",NAN,5.4,7.3,75,1.8,0.06,2400,2008,77.32
"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",NAN,6.7,7.2,95,1.4,0.1,22,2008,94
"RIVER TALPONA AT CANACONA, GOA",NAN,6.8,6.9,58,1.9,0.03,53,2008,85.26
"RIVER ASSONORA AT ASSONORA, GOA",NAN,5.6,6.8,67,1.9,0.06,137,2008,79.64
"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",NAN,5.2,7.2,29,1.65,0.04,144,2008,82.94
"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",NAN,6.2,7.1,146,2.1,0.09,2400,2008,82.76
RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,NAN,3.6,7,29,2,0.09,170,2008,71.7
"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",NAN,6.8,7.2,1370,2.6,0.08,110,2008,87.66
"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",NAN,8.1,7.1,335,3.2,0.21,5400,2008,77.36
"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",NAN,6.3,7.6,119,3.67,0.37,781,2008,78.08
"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",NAN,6.4,7.6,109,3.4,0.42,316,2008,83.7
ULHAS RIVER ATJAMBHUL WATER WORKS.,NAN,5.9,7.2,119,4.04,0.65,223,2008,78.08
"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",NAN,5.3,7.7,109,3.25,0.38,296,2008,78.08
"KALU AT ATALE VILLAGE, MAHARASHTRA",NAN,6,7.8,301,5.43,0.3,1050,2008,77.36
"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",NAN,6.6,7.2,131,4.5,0.83,737,2008,78.08
"PATALGANGA AT SHILPHATA, MAHARASHTRA",NAN,6.8,7.2,110,3.9,0.49,1036,2008,78.08
"KUNDALIKA AT ROHA CITY, MAHARASHTRA",NAN,6.7,7.6,109,4.13,0.28,624,2008,78.08
KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),NAN,5.2,7,478,16.3,0.35,1008,2008,67.06
VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,NAN,6.9,6.6,291,1.96,1.4,104,2008,78.12
MITHI RIVER,NAN,0.7,7.3,12697,45.6,1.32,1259,2008,44.58
SAVITRI RIVER AT OVALE VILLAGE.,NAN,6.8,6.6,6232,2.13,2.72,106,2008,77.76
"PERIYAR NEAR ALWAYENANELOOR, KERALA",NAN,6.2,6.5,1638,1.5,0.8,816,2008,72.14
"PERIYAR AT KALADY, KERALA",NAN,7.3,6.6,36,0.6,0.41,1056,2008,73.04
"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",NAN,6.4,6.7,41,1,0.75,1179,2008,76.34
R PERIYAR AT KALAMASSERY,NAN,5.1,6.8,52,1.6,0.22,1680,2008,74.02
RIVER PERIYAR AT PATHALAM,NAN,6.8,6.7,183,1.3,0.28,1748,2008,75.98
RIVER PERIYAR AT MUPPATHADAM,NAN,6.3,6.3,115,0.9,0.5,2865,2008,66.26
R PERIYAR AT PURAPPALLIKAVU,NAN,7.2,6.7,455,1.1,0.28,753,2008,75.44
"CHALIYAR AT KOOLIMADU, KERALA",NAN,6.8,6.9,80,0.4,0.52,508,2008,79.46
"CHALIYAR AT CHUNGAPALLY, KERALA",NAN,6.8,7,4515,0.4,1.53,427,2008,87.66
"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",NAN,7.7,7.2,47,1,2,452,2008,88.56
"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",NAN,7.1,6.8,57,1.5,1.12,681,2008,79.64
CHALAKUDY AT PULICKALKANANDAVU,NAN,6.6,6.3,148,1.2,0.93,935,2008,66.26
KARAMANA AT MOONNATTUMUKKU,NAN,1.8,6.8,2012,5.5,1.8,31167,2008,34.72
"PAMBA AT CHENGANNUR, KERALA",NAN,6.7,6.2,40,0.6,1,1100,2008,66.44
"PAMBA AT THAKAZHY, KERALA",NAN,5.8,6.3,65,1.1,2.97,1200,2008,60.82
"PAMBA DOWN, KERALA",NAN,5.1,6.3,50,1,3.1,1600,2008,60.82
"MEENACHIL AT KIDANGOOR, KERALA",NAN,6.6,6.2,42,0.6,1.97,925,2008,66.44
"MANIMALA  AT KALLOOPARA, KERALA",NAN,6.6,6.4,43,0.7,3.13,975,2008,66.44
"MANIMALA AT THONDRA, KERALA",NAN,6.7,6.4,50,0.5,3.6,1175,2008,66.44
"ACHENKOIL AT THUMPAMON, KERALA",NAN,6.6,6.3,46,0.6,1.07,1010,2008,66.44
"ACHENKOIL AT CHENNITHULA, KERALA",NAN,5.9,6.4,54,0.7,3.53,985,2008,60.82
"VAMANAPURAM, KERALA",NAN,7.6,6.7,55,0.7,4.17,1575,2008,76.34
"AMARAVILA, KERALA",NAN,6.5,6.7,72,0.8,2.83,775,2008,76.34
"AYUR, KERALA",NAN,7.3,7.4,71,0.7,4.1,940,2008,82.94
"THIRURANGADY, KERALA",NAN,6.3,6.7,79,0.7,2.03,702,2008,76.16
"KUTTIYADY ESTATE, KERALA",NAN,6.9,6.6,33,0.4,1.4,28,2008,84.28
"VALAYAM, KERALA",NAN,6.8,6.7,46,0.4,1.47,150,2008,81.96
"THALIPARAMBA, KERALA",NAN,5.9,7.1,6666,0.7,4.13,393,2008,82.04
"HOSDURG, KERALA",NAN,6.4,7.1,17771,1,5.2,1865,2008,82.04
"KAKKADAVU,  KERALA",NAN,7.3,6.7,62,0.9,2.8,920,2008,76.34
"PADIYATHADKA, KERALA",NAN,7.6,6.6,61,0.5,3.4,503,2008,73.04
"IRUMPANAM, KERALA",NAN,2.4,6.7,221,2.1,3.97,660,2008,47.88
R NEYYAR AT ARUVIPURAM,NAN,7.1,6.8,89,1.2,0.4,1600,2008,79.46
R MAMOM AT MAMOM BRIDGE,NAN,6.4,6.7,110,0.5,0.2,3200,2008,76.16
R AYROOR AT AYROOR BRIDGE,NAN,3.5,6.9,105,0.7,0.15,800,2008,62.6
R ITHIKKARA AT ITHIKKARA,NAN,7.4,7.3,155,0.8,1.2,920,2008,82.58
R PALLICKAL AT NELLIMUKAL,NAN,6.8,6.9,77,0.9,1.8,470,2008,85.08
R KARUVANNURR AT KARUVANNUR BDG.,NAN,5.5,6.5,75,1.9,0.1,2100,2008,67.42
R PUZHACKAL AT PUZHACKAL BRIDGE,NAN,5.4,6.5,102,4,0.1,680,2008,62.56
R KEECHERI AT VADAKKANCHERY BRIDGE,NAN,4.8,6.8,90,1.1,0.1,1090,2008,68.22
R THIRUR AT THALAKKADATHUR BRIDGE,NAN,5.8,6.3,87,0.7,0.1,1500,2008,60.64
R KADALUNDI AT HAJIRAPPALLY,NAN,7.3,6.6,57,0.4,0.25,883,2008,73.04
R KALLAI AT KALLAI BRIDGE,NAN,5.8,7.5,18291,0.8,0.25,1000,2008,76.42
R CORAPUZHA AT KANAYANKODE,NAN,6.2,6.7,2497,0.5,0.15,1100,2008,75.44
R THALLASSERY AT PATHIPPALAM,NAN,7.3,6.1,45,0.7,0.2,1050,2008,66.44
R ANCHARAKANDY AT MERUVAMBA,NAN,7.6,6.3,39,0.5,0.2,2588,2008,66.44
R KUPPAM AT RAYAROM,NAN,7.7,6.6,31,0.3,0.15,1300,2008,73.04
R RAMAPURAM AT RAMAPURAM BRIDGE,NAN,5.4,5.9,595,0.8,0.1,1375,2008,59.92
R PERUVAMBA AT CHANDAPPURA,NAN,7.4,6.1,30,0.9,0.3,1050,2008,66.44
R KAVVAI AT KUTTIYOL PALAM,NAN,6.6,5.9,37,0.7,0.1,1725,2008,66.44
R NEELASWARAM AT NAMBIARKAL DAM,NAN,6.5,6.5,1135,0.7,0.25,1850,2008,72.14
R PULLUR AT PULLUR BR.,NAN,7.2,5.9,39,0.8,0.55,1500,2008,66.44
R MOGRAL AT MOGRAL BR.,NAN,6.3,6.5,925,1.1,0.3,1550,2008,72.14
R SHRIYA AT ANGADIMOGARU,NAN,7.6,6.6,50,0.6,0.25,3000,2008,73.04
R UPPALA AT  UPPALA BR.,NAN,7.3,6.5,64,1.4,0.5,2850,2008,73.04
R MANJESWAR AT BAJRAKKARA BR.,NAN,7.5,7,74,0.8,0.1,2800,2008,82.94
R KORAYAR AT KANJIKODE,NAN,4.4,7.3,428,0.4,0.15,1090,2008,70.8
R BHARATHAPUZHA AT KUTTIPPURAM,NAN,6.8,7,169,0.4,0.25,560,2008,82.58
R KADAMBAYAR AT BRAHMAPURAM,NAN,1.7,6.2,181,3,0.45,2208,2008,37.98
R KADAMBAYAR AT MANCKAKADAVU,NAN,3,6.1,80,2,0.13,1240,2008,49.4
"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",NAN,6.9,7.8,469,0.89,0.86,5874,2008,82.04
"RUSHIKULYA AT GANJAM U/S, ORISSA",NAN,7.7,8.1,266,1.83,1.01,3175,2008,82.4
"RUSHIKULYA AT GANJAM D/S, ORISSA",NAN,6.8,7.8,16468,1.65,2,775,2008,82.04
"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",NAN,7.5,8.2,233,2.5,0.89,4300,2008,82.4
"NAGAVALLI AT RAYAGADA D/S, ORISSA",NAN,7.6,8.1,233,1.35,1.43,3200,2008,82.4
"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",NAN,7,7.6,593,0.25,1.95,,2008,70.8
"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",NAN,7.6,6.6,118,1.15,0.15,180,2008,78.48
